city,country,temp,temp_max,temp_min,humidity,pressure,sky,sunrise,sunset,wind,wind_deg,dt,cloudiness
Terville,FR,6.36,8.42,-0.28,92,1036,Clear,08:26 AM,04:37 PM,0.45,,12:10 AM,7
Terrasson-Lavilledieu,FR,2.63,5.63,2.36,81,1030,Clear,08:28 AM,05:13 PM,1.44,,12:13 AM,0
Terrasson-Lavilledieu,FR,2.63,5.63,2.36,81,1030,Clear,08:28 AM,05:13 PM,1.44,,12:13 AM,0
Ternay,FR,3.35,4.49,2.83,87,1033,Clouds,08:15 AM,04:57 PM,1.54,,12:13 AM,90
Ternay,FR,3.35,4.49,2.83,87,1033,Clouds,08:15 AM,04:57 PM,1.54,,12:13 AM,90
Tercé,FR,3.8,5.18,3.63,89,1033,Clear,08:36 AM,05:11 PM,6.21,,12:13 AM,0
Tercé,FR,3.8,5.18,3.63,89,1033,Clear,08:36 AM,05:11 PM,6.21,,12:13 AM,0
Tenteling,FR,4.59,7.4,0.84,90,1037,Clouds,08:21 AM,04:35 PM,3.09,,12:13 AM,75
Tenteling,FR,4.59,7.4,0.84,90,1037,Clouds,08:21 AM,04:35 PM,3.09,,12:13 AM,75
Tennie,FR,6.74,6.99,5.68,91,1036,Clear,08:45 AM,05:07 PM,4.55,,12:13 AM,0
Tennie,FR,6.74,6.99,5.68,91,1036,Clear,08:45 AM,05:07 PM,4.55,,12:13 AM,0
Tende,FR,1.18,5.95,-3.63,78,1033,Clear,07:59 AM,04:52 PM,2.26,,12:13 AM,1
Tende,FR,1.18,5.95,-3.63,78,1033,Clear,07:59 AM,04:52 PM,2.26,,12:13 AM,1
Tencin,FR,3.39,5.67,1.1,87,1034,Clouds,08:10 AM,04:54 PM,2.08,,12:13 AM,36
Tencin,FR,3.39,5.67,1.1,87,1034,Clouds,08:10 AM,04:54 PM,2.08,,12:13 AM,36
Tenay,FR,2.75,3.86,1.32,95,1034,Clouds,08:14 AM,04:53 PM,1.51,,12:12 AM,26
Tenay,FR,2.75,3.86,1.32,95,1034,Clouds,08:14 AM,04:53 PM,1.51,,12:12 AM,26
Templeuve-en-Pévèle,FR,3.56,6.16,3.03,99,1039,Fog,08:43 AM,04:43 PM,1.03,,12:13 AM,90
Templeuve-en-Pévèle,FR,3.56,6.16,3.03,99,1039,Fog,08:43 AM,04:43 PM,1.03,,12:13 AM,90
Templemars,FR,4.18,7.59,3.07,100,1039,Fog,08:44 AM,04:43 PM,1.03,,12:13 AM,90
Templemars,FR,4.18,7.59,3.07,100,1039,Fog,08:44 AM,04:43 PM,1.03,,12:13 AM,90
Teloché,FR,6.72,6.9,5.11,81,1036,Clear,08:43 AM,05:07 PM,3.09,,12:13 AM,0
Teloché,FR,6.72,6.9,5.11,81,1036,Clear,08:43 AM,05:07 PM,3.09,,12:13 AM,0
Telgruc-sur-Mer,FR,6.83,7.96,6.01,87,1035,Clouds,09:03 AM,05:24 PM,4.12,,12:12 AM,90
Telgruc-sur-Mer,FR,6.83,7.96,6.01,87,1035,Clouds,09:03 AM,05:24 PM,4.12,,12:12 AM,90
Teillé,FR,6.7,6.92,6.61,90,1035,Clear,08:47 AM,05:15 PM,5.34,,12:13 AM,0
Teillé,FR,6.7,6.92,6.61,90,1035,Clear,08:47 AM,05:15 PM,5.34,,12:13 AM,0
Tavers,FR,4.73,5.71,4.05,88,1036,Clear,08:37 AM,05:02 PM,4.18,,12:13 AM,0
Tavers,FR,4.73,5.71,4.05,88,1036,Clear,08:37 AM,05:02 PM,4.18,,12:13 AM,0
Tavel,FR,4.46,4.71,2.4,75,1029,Clear,08:10 AM,05:04 PM,4.02,,12:13 AM,0
Tavel,FR,4.46,4.71,2.4,75,1029,Clear,08:10 AM,05:04 PM,4.02,,12:13 AM,0
Tavaux,FR,1.02,3.27,-0.5,89,1033,Clear,08:19 AM,04:50 PM,1.03,,12:13 AM,0
Tavaux,FR,1.02,3.27,-0.5,89,1033,Clear,08:19 AM,04:50 PM,1.03,,12:13 AM,0
Tauriac,FR,3.32,5.04,3.19,84,1029,Clear,08:35 AM,05:21 PM,2.81,,12:13 AM,0
Tauriac,FR,3.32,5.04,3.19,84,1029,Clear,08:35 AM,05:21 PM,2.81,,12:13 AM,0
Taulignan,FR,3.2,3.6,2.87,90,1031,Clear,08:10 AM,05:01 PM,3.66,,12:13 AM,3
Taulignan,FR,3.2,3.6,2.87,90,1031,Clear,08:10 AM,05:01 PM,3.66,,12:13 AM,3
Taulé,FR,7.43,9.01,6.07,90,1036,Clear,09:02 AM,05:20 PM,5.38,,12:13 AM,3
Taulé,FR,7.43,9.01,6.07,90,1036,Clear,09:02 AM,05:20 PM,5.38,,12:13 AM,3
Tatinghem,FR,7.07,9.66,2.94,88,1039,Clouds,08:48 AM,04:46 PM,1.67,,12:13 AM,21
Tarare,FR,2.32,2.92,-3,94,1032,Clouds,08:18 AM,04:58 PM,1.03,,12:13 AM,68
Tarare,FR,2.32,2.92,-3,94,1032,Clouds,08:18 AM,04:58 PM,1.03,,12:13 AM,68
Taradeau,FR,3.99,12.71,0.91,93,1030,Clear,08:01 AM,04:59 PM,0,,12:13 AM,0
Taradeau,FR,3.99,12.71,0.91,93,1030,Clear,08:01 AM,04:59 PM,0,,12:13 AM,0
Taponnat-Fleurignac,FR,3.87,5.38,3.09,86,1030,Clear,08:34 AM,05:15 PM,5.66,,12:13 AM,0
Taponnat-Fleurignac,FR,3.87,5.38,3.09,86,1030,Clear,08:34 AM,05:15 PM,5.66,,12:13 AM,0
Tanneron,FR,5.81,9.57,2.79,77,1030,Clear,08:00 AM,04:57 PM,3.09,,12:13 AM,0
Tanneron,FR,5.81,9.57,2.79,77,1030,Clear,08:00 AM,04:57 PM,3.09,,12:13 AM,0
Tanlay,FR,1.64,1.64,0.85,93,1036,Clear,08:27 AM,04:51 PM,3.21,,12:13 AM,0
Tanlay,FR,1.64,1.64,0.85,93,1036,Clear,08:27 AM,04:51 PM,3.21,,12:13 AM,0
Taninges,FR,0.32,2.3,-2.57,82,1034,Clouds,08:10 AM,04:48 PM,1.91,,12:14 AM,52
Taninges,FR,0.32,2.3,-2.57,82,1034,Clouds,08:10 AM,04:48 PM,1.91,,12:14 AM,52
Tancarville,FR,8.1,9.06,5.45,89,1038,Clouds,08:49 AM,04:59 PM,2.97,,12:14 AM,32
Tancarville,FR,8.1,9.06,5.45,89,1038,Clouds,08:49 AM,04:59 PM,2.97,,12:14 AM,32
Talmas,FR,4.07,5.53,2.73,89,1039,Clear,08:44 AM,04:49 PM,3.01,,12:14 AM,8
Talmas,FR,4.07,5.53,2.73,89,1039,Clear,08:44 AM,04:49 PM,3.01,,12:14 AM,8
Talloires,FR,1.94,4.52,0.45,87,1033,Clouds,08:11 AM,04:51 PM,4.63,,12:12 AM,90
Talloires,FR,1.94,4.52,0.45,87,1033,Clouds,08:11 AM,04:51 PM,4.63,,12:12 AM,90
Talensac,FR,7.7,8.91,6.38,82,1036,Clouds,08:52 AM,05:14 PM,4.63,,12:14 AM,90
Talensac,FR,7.7,8.91,6.38,82,1036,Clouds,08:52 AM,05:14 PM,4.63,,12:14 AM,90
Talant,FR,2.04,2.45,-0.81,87,1034,Clear,08:21 AM,04:50 PM,3.6,,12:14 AM,0
Talant,FR,2.04,2.45,-0.81,87,1034,Clear,08:21 AM,04:50 PM,3.6,,12:14 AM,0
Talange,FR,5.16,8.33,-0.28,92,1038,Clear,08:25 AM,04:37 PM,2.35,,12:14 AM,6
Talange,FR,5.16,8.33,-0.28,92,1038,Clear,08:25 AM,04:37 PM,2.35,,12:14 AM,6
Taissy,FR,5.96,7.52,3.58,93,1038,Clear,08:33 AM,04:45 PM,5.14,,12:14 AM,0
Taissy,FR,5.96,7.52,3.58,93,1038,Clear,08:33 AM,04:45 PM,5.14,,12:14 AM,0
Taillecourt,FR,2.39,3.41,-0.67,92,1035,Clear,08:15 AM,04:42 PM,5.26,,12:14 AM,6
Taillecourt,FR,2.39,3.41,-0.67,92,1035,Clear,08:15 AM,04:42 PM,5.26,,12:14 AM,6
Taillades,FR,2.86,7.43,-1.3,70,1029,Clear,08:08 AM,05:03 PM,4.12,,12:14 AM,0
Taillades,FR,2.86,7.43,-1.3,70,1029,Clear,08:08 AM,05:03 PM,4.12,,12:14 AM,0
Tacoignières,FR,5.46,7.79,3.3,93,1037,Clear,08:41 AM,04:57 PM,3.27,,12:14 AM,0
Tacoignières,FR,5.46,7.79,3.3,93,1037,Clear,08:41 AM,04:57 PM,3.27,,12:14 AM,0
Suze-la-Rousse,FR,4.43,4.79,3.94,73,1030,Clear,08:10 AM,05:02 PM,5.66,,12:14 AM,0
Suze-la-Rousse,FR,4.43,4.79,3.94,73,1030,Clear,08:10 AM,05:02 PM,5.66,,12:14 AM,0
Sussargues,FR,4.66,5.09,1.62,75,1030,Clear,08:12 AM,05:08 PM,5.14,,12:14 AM,0
Sussargues,FR,4.66,5.09,1.62,75,1030,Clear,08:12 AM,05:08 PM,5.14,,12:14 AM,0
Surzur,FR,7.01,8.36,5.98,93,1034,Clear,08:53 AM,05:19 PM,5.14,,12:14 AM,0
Surzur,FR,7.01,8.36,5.98,93,1034,Clear,08:53 AM,05:19 PM,5.14,,12:14 AM,0
Sury-le-Comtal,FR,2.1,2.81,1.89,100,1033,Clouds,08:18 AM,05:00 PM,1.54,,12:14 AM,90
Sury-le-Comtal,FR,2.1,2.81,1.89,100,1033,Clouds,08:18 AM,05:00 PM,1.54,,12:14 AM,90
Survilliers,FR,5.25,7.22,3.26,93,1037,Mist,08:39 AM,04:52 PM,3.09,,12:14 AM,0
Survilliers,FR,5.25,7.22,3.26,93,1037,Mist,08:39 AM,04:52 PM,3.09,,12:14 AM,0
Surgères,FR,5.63,5.96,4.12,81,1031,Clear,08:40 AM,05:18 PM,6.72,,12:14 AM,0
Surgères,FR,5.63,5.96,4.12,81,1031,Clear,08:40 AM,05:18 PM,6.72,,12:14 AM,0
Surbourg,FR,3,7.43,0.03,99,1038,Clouds,08:17 AM,04:32 PM,3.23,,12:14 AM,13
Surbourg,FR,3,7.43,0.03,99,1038,Clouds,08:17 AM,04:32 PM,3.23,,12:14 AM,13
Sundhouse,FR,1.95,5.01,0.03,92,1037,Clear,08:15 AM,04:36 PM,3.21,,12:14 AM,4
Sundhouse,FR,1.95,5.01,0.03,92,1037,Clear,08:15 AM,04:36 PM,3.21,,12:14 AM,4
Sundhoffen,FR,1.88,4.85,-0.12,87,1037,Clear,08:15 AM,04:37 PM,3.09,,12:14 AM,0
Sundhoffen,FR,1.88,4.85,-0.12,87,1037,Clear,08:15 AM,04:37 PM,3.09,,12:14 AM,0
Sumène,FR,3.96,4.24,3.25,67,1030,Clear,08:14 AM,05:08 PM,1.44,,12:14 AM,0
Sumène,FR,3.96,4.24,3.25,67,1030,Clear,08:14 AM,05:08 PM,1.44,,12:14 AM,0
Sulniac,FR,6.35,7.83,5.45,93,1034,Clear,08:53 AM,05:19 PM,5.14,,12:14 AM,0
Sulniac,FR,6.35,7.83,5.45,93,1034,Clear,08:53 AM,05:19 PM,5.14,,12:14 AM,0
Sully-sur-Loire,FR,4.41,5.48,2.06,94,1033,Clear,08:34 AM,04:59 PM,0.89,,12:14 AM,0
Sully-sur-Loire,FR,4.41,5.48,2.06,94,1033,Clear,08:34 AM,04:59 PM,0.89,,12:14 AM,0
Suippes,FR,5.34,7.18,3,91,1037,Clear,08:31 AM,04:44 PM,3.28,,12:12 AM,1
Suippes,FR,5.34,7.18,3,91,1037,Clear,08:31 AM,04:44 PM,3.28,,12:12 AM,1
Suèvres,FR,4.71,6.15,4.25,88,1035,Clear,08:37 AM,05:03 PM,4.24,,12:14 AM,0
Suèvres,FR,4.71,6.15,4.25,88,1035,Clear,08:37 AM,05:03 PM,4.24,,12:14 AM,0
Sucé-sur-Erdre,FR,6.82,7.03,6.01,89,1034,Clear,08:48 AM,05:16 PM,1.34,,12:14 AM,0
Sucé-sur-Erdre,FR,6.82,7.03,6.01,89,1034,Clear,08:48 AM,05:16 PM,1.34,,12:14 AM,0
Stotzheim,FR,2.23,4.1,0.01,94,1037,Clear,08:16 AM,04:36 PM,2.89,,12:14 AM,4
Stotzheim,FR,2.23,4.1,0.01,94,1037,Clear,08:16 AM,04:36 PM,2.89,,12:14 AM,4
Stosswihr,FR,0.07,2.15,-2.3,93,1037,Clear,08:16 AM,04:39 PM,2.06,,12:14 AM,2
Stosswihr,FR,0.07,2.15,-2.3,93,1037,Clear,08:16 AM,04:39 PM,2.06,,12:14 AM,2
Still,FR,2.44,4.57,-0.27,93,1037,Clear,08:17 AM,04:35 PM,1.54,,12:14 AM,5
Still,FR,2.44,4.57,-0.27,93,1037,Clear,08:17 AM,04:35 PM,1.54,,12:14 AM,5
Stenay,FR,6.7,8.15,4.58,92,1038,Clear,08:30 AM,04:40 PM,2.6,,12:14 AM,2
Stenay,FR,6.7,8.15,4.58,92,1038,Clear,08:30 AM,04:40 PM,2.6,,12:14 AM,2
Steinbourg,FR,3.56,6.82,-0.14,99,1038,Clear,08:18 AM,04:34 PM,1.9,,12:14 AM,10
Steinbourg,FR,3.56,6.82,-0.14,99,1038,Clear,08:18 AM,04:34 PM,1.9,,12:14 AM,10
Steinbach,FR,0.55,3.27,-1.1,92,1036,Clear,08:15 AM,04:39 PM,3.41,,12:14 AM,6
Steinbach,FR,0.55,3.27,-1.1,92,1036,Clear,08:15 AM,04:39 PM,3.41,,12:14 AM,6
Steenwerck,FR,5.84,7.7,3.19,91,1039,Clear,08:45 AM,04:44 PM,2.34,,12:14 AM,2
Steenwerck,FR,5.84,7.7,3.19,91,1039,Clear,08:45 AM,04:44 PM,2.34,,12:14 AM,2
Steenvoorde,FR,6.73,9.3,3.14,91,1039,Clear,08:47 AM,04:44 PM,2.19,,12:14 AM,10
Steenvoorde,FR,6.73,9.3,3.14,91,1039,Clear,08:47 AM,04:44 PM,2.19,,12:14 AM,10
Steene,FR,7.34,9.44,3.28,73,1039,Clouds,08:48 AM,04:44 PM,2.19,,12:14 AM,12
Steene,FR,7.34,9.44,3.28,73,1039,Clouds,08:48 AM,04:44 PM,2.19,,12:14 AM,12
Steenbecque,FR,6.34,9.35,3.19,96,1039,Clouds,08:46 AM,04:45 PM,2.11,,12:14 AM,12
Steenbecque,FR,6.34,9.35,3.19,96,1039,Clouds,08:46 AM,04:45 PM,2.11,,12:14 AM,12
Staffelfelden,FR,1.44,4.47,-0.32,96,1036,Clear,08:15 AM,04:39 PM,3.7,,12:14 AM,5
Staffelfelden,FR,1.44,4.47,-0.32,96,1036,Clear,08:15 AM,04:39 PM,3.7,,12:14 AM,5
Spycker,FR,7.44,10.01,4.01,72,1037,Clouds,08:48 AM,04:44 PM,2.14,,12:14 AM,14
Spycker,FR,7.44,10.01,4.01,72,1037,Clouds,08:48 AM,04:44 PM,2.14,,12:14 AM,14
Spicheren,FR,4.87,7.75,2.64,90,1033,Clouds,08:22 AM,04:34 PM,3.09,,12:14 AM,75
Spicheren,FR,4.87,7.75,2.64,90,1033,Clouds,08:22 AM,04:34 PM,3.09,,12:14 AM,75
Spézet,FR,7.47,9,6.06,91,1036,Clear,09:00 AM,05:21 PM,3.73,,12:14 AM,2
Spézet,FR,7.47,9,6.06,91,1036,Clear,09:00 AM,05:21 PM,3.73,,12:12 AM,2
Spéracèdes,FR,5.97,9.65,2.86,75,1030,Clear,08:00 AM,04:56 PM,2.57,,12:14 AM,0
Spéracèdes,FR,5.97,9.65,2.86,75,1030,Clear,08:00 AM,04:56 PM,2.57,,12:15 AM,0
Spay,FR,6.96,7.38,5.31,81,1036,Clear,08:43 AM,05:07 PM,3.09,,12:15 AM,0
Spay,FR,6.96,7.38,5.31,81,1036,Clear,08:43 AM,05:07 PM,3.09,,12:15 AM,0
Soyons,FR,4.61,4.69,2.15,91,1033,Clouds,08:13 AM,05:00 PM,2.59,,12:15 AM,23
Soyons,FR,4.61,4.69,2.15,91,1033,Clouds,08:13 AM,05:00 PM,2.59,,12:15 AM,23
Soyaux,FR,3.6,4.33,3.08,86,1030,Clear,08:34 AM,05:16 PM,5.66,,12:15 AM,0
Soyaux,FR,3.6,4.33,3.08,86,1030,Clear,08:34 AM,05:16 PM,5.66,,12:15 AM,0
Soussans,FR,2.86,3.38,1.05,84,1030,Clear,08:35 AM,05:22 PM,2.91,,12:15 AM,1
Soussans,FR,2.86,3.38,1.05,84,1030,Clear,08:35 AM,05:22 PM,2.91,,12:15 AM,1
Sours,FR,5.02,7.7,2.49,89,1037,Clear,08:40 AM,04:59 PM,3.84,,12:15 AM,0
Sours,FR,5.02,7.7,2.49,89,1037,Clear,08:40 AM,04:59 PM,3.84,,12:15 AM,0
Sourdun,FR,4.62,5.75,1.85,91,1037,Clear,08:33 AM,04:51 PM,3.9,,12:15 AM,0
Sourdun,FR,4.62,5.75,1.85,91,1037,Clear,08:33 AM,04:51 PM,3.9,,12:15 AM,0
Sourcieux-les-Mines,FR,2.76,3.4,1.58,95,1034,Clouds,08:17 AM,04:58 PM,0.8,,12:15 AM,87
Sourcieux-les-Mines,FR,2.76,3.4,1.58,95,1034,Clouds,08:17 AM,04:58 PM,0.8,,12:15 AM,87
Souppes-sur-Loing,FR,3.73,7.02,2.38,90,1036,Clear,08:34 AM,04:55 PM,4.07,,12:15 AM,0
Souppes-sur-Loing,FR,3.73,7.02,2.38,90,1036,Clear,08:34 AM,04:55 PM,4.07,,12:15 AM,0
Soultz-sous-Forêts,FR,3.34,7.53,0.12,92,1038,Clouds,08:17 AM,04:32 PM,3.25,,12:15 AM,12
Soultz-sous-Forêts,FR,3.34,7.53,0.12,92,1038,Clouds,08:17 AM,04:32 PM,3.25,,12:15 AM,12
Soultzmatt,FR,1.36,4.38,-2.01,93,1037,Clear,08:15 AM,04:38 PM,4.12,,12:15 AM,0
Soultzmatt,FR,1.36,4.38,-2.01,93,1037,Clear,08:15 AM,04:38 PM,4.12,,12:15 AM,0
Soultz-Haut-Rhin,FR,1.22,4.36,-2.03,91,1036,Clear,08:15 AM,04:39 PM,3.27,,12:15 AM,4
Soultz-Haut-Rhin,FR,1.22,4.36,-2.03,91,1036,Clear,08:15 AM,04:39 PM,3.27,,12:15 AM,4
Soultzeren,FR,-0.1,1.84,-4.02,93,1037,Clear,08:16 AM,04:38 PM,4.12,,12:15 AM,0
Soultzeren,FR,-0.1,1.84,-4.02,93,1037,Clear,08:16 AM,04:38 PM,4.12,,12:15 AM,0
Soullans,FR,7.13,7.56,6.01,85,1033,Clear,08:47 AM,05:20 PM,6.82,,12:15 AM,1
Soullans,FR,7.13,7.56,6.01,85,1033,Clear,08:47 AM,05:20 PM,6.82,,12:15 AM,1
Souligné-sous-Ballon,FR,6.94,6.94,5.15,93,1036,Clear,08:44 AM,05:06 PM,3.64,,12:15 AM,0
Souligné-sous-Ballon,FR,6.94,6.94,5.15,93,1036,Clear,08:44 AM,05:06 PM,3.64,,12:15 AM,0
Soulgé-sur-Ouette,FR,6.96,7.01,5.14,76,1036,Clear,08:47 AM,05:09 PM,2.57,,12:15 AM,0
Soulgé-sur-Ouette,FR,6.96,7.01,5.14,76,1036,Clear,08:47 AM,05:09 PM,2.57,,12:15 AM,0
Soulaire-et-Bourg,FR,5.94,7.42,5.55,85,1035,Clear,08:45 AM,05:11 PM,1.54,,12:15 AM,0
Soulaire-et-Bourg,FR,5.94,7.42,5.55,85,1035,Clear,08:45 AM,05:11 PM,1.54,,12:15 AM,0
Soulaines-sur-Aubance,FR,5.58,6.01,5.46,84,1035,Clear,08:44 AM,05:12 PM,4.75,,12:15 AM,0
Soulaines-sur-Aubance,FR,5.58,6.01,5.46,84,1035,Clear,08:44 AM,05:12 PM,4.75,,12:15 AM,0
Soulac-sur-Mer,FR,5.63,6.65,4.4,81,1030,Clear,08:39 AM,05:22 PM,8.28,,12:15 AM,1
Soulac-sur-Mer,FR,5.63,6.65,4.4,81,1030,Clear,08:39 AM,05:22 PM,8.28,,12:15 AM,1
Soufflenheim,FR,2.86,5.17,0.33,93,1038,Clouds,08:16 AM,04:32 PM,4.12,,12:15 AM,11
Soufflenheim,FR,2.86,5.17,0.33,93,1038,Clouds,08:16 AM,04:32 PM,4.12,,12:15 AM,11
Souffelweyersheim,FR,2.37,5.04,0.21,93,1038,Clouds,08:16 AM,04:33 PM,3.6,,12:15 AM,11
Souesmes,FR,4.59,5.4,3.74,89,1035,Clear,08:33 AM,05:01 PM,3.81,,12:12 AM,0
Soues,FR,1.34,5.63,1.18,100,1028,Clear,08:26 AM,05:25 PM,2.57,,12:15 AM,0
Soues,FR,1.34,5.63,1.18,100,1028,Clear,08:26 AM,05:25 PM,2.57,,12:15 AM,0
Soudan,FR,6.5,7.14,6.36,91,1035,Clear,08:48 AM,05:13 PM,4.92,,12:15 AM,0
Soudan,FR,6.5,7.14,6.36,91,1035,Clear,08:48 AM,05:13 PM,4.92,,12:15 AM,0
Soucy,FR,2.9,6.1,2.2,91,1036,Clear,08:32 AM,04:53 PM,3.56,,12:15 AM,0
Soucy,FR,2.9,6.1,2.2,91,1036,Clear,08:32 AM,04:53 PM,3.56,,12:15 AM,0
Soucieu-en-Jarrest,FR,2.57,3.23,2.09,92,1034,Clouds,08:16 AM,04:58 PM,1.54,,12:15 AM,90
Soucieu-en-Jarrest,FR,2.57,3.23,2.09,92,1034,Clouds,08:16 AM,04:58 PM,1.54,,12:15 AM,90
Soucht,FR,4.67,6.66,-0.75,92,1038,Clear,08:19 AM,04:34 PM,2.49,,12:15 AM,9
Soucht,FR,4.67,6.66,-0.75,92,1038,Clear,08:19 AM,04:34 PM,2.49,,12:15 AM,9
Souchez,FR,4.31,7.16,2.64,89,1039,Clear,08:44 AM,04:45 PM,2.47,,12:15 AM,0
Souchez,FR,4.31,7.16,2.64,89,1039,Clear,08:44 AM,04:45 PM,2.47,,12:15 AM,0
Soucelles,FR,5.99,7.5,5.63,87,1035,Clear,08:44 AM,05:11 PM,1.54,,12:15 AM,0
Soucelles,FR,5.99,7.5,5.63,87,1035,Clear,08:44 AM,05:11 PM,1.54,,12:15 AM,0
Soubise,FR,5.8,6.62,4.19,88,1030,Clear,08:40 AM,05:20 PM,4.02,,12:15 AM,1
Soubise,FR,5.8,6.62,4.19,88,1030,Clear,08:40 AM,05:20 PM,4.02,,12:15 AM,1
Sornay,FR,0.62,4.32,-0.89,89,1034,Clouds,08:18 AM,04:52 PM,0.88,,12:15 AM,17
Sornay,FR,0.62,4.32,-0.89,89,1034,Clouds,08:18 AM,04:52 PM,0.88,,12:15 AM,17
Sorigny,FR,5.31,6.06,3.79,89,1034,Clear,08:38 AM,05:08 PM,5.44,,12:15 AM,0
Sorigny,FR,5.31,6.06,3.79,89,1034,Clear,08:38 AM,05:08 PM,5.44,,12:15 AM,0
Sorèze,FR,3.19,8.22,-0.01,88,1029,Clear,08:19 AM,05:16 PM,0.72,,12:15 AM,0
Sorèze,FR,3.19,8.22,-0.01,88,1029,Clear,08:19 AM,05:16 PM,0.72,,12:15 AM,0
Sorel-Moussel,FR,5.02,8.1,3.6,93,1037,Clear,08:42 AM,04:58 PM,3.3,,12:15 AM,2
Sorel-Moussel,FR,5.02,8.1,3.6,93,1037,Clear,08:42 AM,04:58 PM,3.3,,12:15 AM,2
Sorède,FR,2.74,8.15,2.72,82,1029,Clear,08:12 AM,05:16 PM,1.02,,12:15 AM,0
Sorède,FR,2.74,8.15,2.72,82,1029,Clear,08:12 AM,05:16 PM,1.02,,12:15 AM,0
Sorbiers,FR,1.3,2.12,0.99,100,1033,Clouds,08:16 AM,04:59 PM,1.54,,12:15 AM,90
Sorbiers,FR,1.3,2.12,0.99,100,1033,Clouds,08:16 AM,04:59 PM,1.54,,12:15 AM,90
Sonzay,FR,5.35,6.55,4.52,91,1035,Clear,08:40 AM,05:07 PM,4.93,,12:15 AM,0
Sonzay,FR,5.35,6.55,4.52,91,1035,Clear,08:40 AM,05:07 PM,4.93,,12:15 AM,0
Sonnaz,FR,2.96,4.07,0.85,85,1033,Clouds,08:11 AM,04:53 PM,4.63,,12:15 AM,90
Sonnaz,FR,2.96,4.07,0.85,85,1033,Clouds,08:11 AM,04:53 PM,4.63,,12:15 AM,90
Sonnay,FR,3.53,4.43,2.77,87,1033,Clouds,08:14 AM,04:58 PM,1.76,,12:15 AM,62
Sonnay,FR,3.53,4.43,2.77,87,1033,Clouds,08:14 AM,04:58 PM,1.76,,12:15 AM,62
Songeons,FR,4.9,6.93,4.52,96,1038,Clouds,08:44 AM,04:53 PM,3.32,,12:15 AM,19
Songeons,FR,4.9,6.93,4.52,96,1038,Clouds,08:44 AM,04:53 PM,3.32,,12:15 AM,19
Sonchamp,FR,5.49,7.26,3.3,91,1037,Clear,08:39 AM,04:57 PM,3.52,,12:15 AM,0
Sonchamp,FR,5.49,7.26,3.3,91,1037,Clear,08:39 AM,04:57 PM,3.52,,12:15 AM,0
Sommières,FR,4.86,5.4,4.03,81,1030,Clear,08:12 AM,05:07 PM,3.06,,12:15 AM,0
Sommières,FR,4.86,5.4,4.03,81,1030,Clear,08:12 AM,05:07 PM,3.06,,12:15 AM,0
Solliès-Ville,FR,7.84,11.3,-0.94,84,1029,Clear,08:02 AM,05:01 PM,1.54,,12:16 AM,0
Solliès-Ville,FR,7.84,11.3,-0.94,84,1029,Clear,08:02 AM,05:01 PM,1.54,,12:16 AM,0
Solliès-Toucas,FR,7.74,11.83,-0.41,84,1029,Clear,08:02 AM,05:01 PM,1.54,,12:16 AM,0
Solliès-Toucas,FR,7.74,11.83,-0.41,84,1029,Clear,08:02 AM,05:01 PM,1.54,,12:16 AM,0
Solliès-Pont,FR,8.6,12.21,-0.03,84,1029,Clear,08:02 AM,05:01 PM,1.54,,12:16 AM,0
Solliès-Pont,FR,8.6,12.21,-0.03,84,1029,Clear,08:02 AM,05:01 PM,1.54,,12:16 AM,0
Solignac,FR,4.09,4.66,1.29,75,1030,Clear,08:30 AM,05:11 PM,7.2,,12:16 AM,0
Solignac,FR,4.09,4.66,1.29,75,1030,Clear,08:30 AM,05:11 PM,7.2,,12:16 AM,0
Solliès-Ville,FR,7.86,11.42,-0.82,84,1029,Clear,08:02 AM,05:01 PM,1.54,,12:16 AM,0
Solliès-Ville,FR,7.86,11.42,-0.82,84,1029,Clear,08:02 AM,05:01 PM,1.54,,12:16 AM,0
Solgne,FR,2.95,7.23,1.11,96,1037,Clear,08:23 AM,04:38 PM,4.63,,12:16 AM,4
Solgne,FR,2.95,7.23,1.11,96,1037,Clear,08:23 AM,04:38 PM,4.63,,12:16 AM,4
Solesmes,FR,3.45,4.21,2.79,92,1039,Clear,08:40 AM,04:43 PM,3.02,,12:16 AM,0
Solesmes,FR,3.45,4.21,2.79,92,1039,Clear,08:40 AM,04:43 PM,3.02,,12:16 AM,0
Solesmes,FR,3.45,4.21,2.79,92,1039,Clear,08:40 AM,04:43 PM,3.02,,12:16 AM,0
Solesmes,FR,3.45,4.21,2.79,92,1039,Clear,08:40 AM,04:43 PM,3.02,,12:16 AM,0
Solers,FR,5.23,7.54,3.58,97,1038,Clear,08:36 AM,04:53 PM,2.06,,12:16 AM,0
Solers,FR,5.23,7.54,3.58,97,1038,Clear,08:36 AM,04:53 PM,2.06,,12:16 AM,0
Solaize,FR,3.38,3.99,2.85,87,1034,Clouds,08:15 AM,04:57 PM,1.54,,12:16 AM,90
Solaize,FR,3.38,3.99,2.85,87,1034,Clouds,08:15 AM,04:57 PM,1.54,,12:16 AM,90
Soisy-sur-Seine,FR,5.64,7.68,3.72,96,1037,Clear,08:37 AM,04:55 PM,3.09,,12:16 AM,0
Soisy-sur-Seine,FR,5.64,7.68,3.72,96,1037,Clear,08:37 AM,04:55 PM,3.09,,12:16 AM,0
